Timepoint,GOID_BiologicalProcess,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
d1,GO:0043270,positive regulation of ion transport,15797,342/23062,0.003718349,0.024958609,0.014312685,ENSMUSG00000026822/ENSMUSG00000029380/ENSMUSG00000035385/ENSMUSG00000061353,4
d1,GO:0032675,regulation of interleukin-6 production,15766,167/23062,0.003721436,0.024958609,0.014312685,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000030793,3
d1,GO:0046651,lymphocyte proliferation,15797,343/23062,0.003757175,0.025068962,0.014375968,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000030793/ENSMUSG00000061353,4
d1,GO:0002369,T cell cytokine production,15738,49/23062,0.003777515,0.025068962,0.014375968,ENSMUSG00000025746/ENSMUSG00000026072,2
d1,GO:0002701,negative regulation of production of molecular mediator of immune response,15738,49/23062,0.003777515,0.025068962,0.014375968,ENSMUSG00000007805/ENSMUSG00000020227,2
d1,GO:0009615,response to virus,15797,344/23062,0.003796276,0.025105687,0.014397027,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000026822/ENSMUSG00000030793,4
d1,GO:0001933,negative regulation of protein phosphorylation,15797,347/23062,0.003915241,0.025802529,0.014796636,ENSMUSG00000020227/ENSMUSG00000024190/ENSMUSG00000025746/ENSMUSG00000030793,4
d1,GO:0042088,T-helper 1 type immune response,15738,50/23062,0.003930273,0.025811965,0.014802048,ENSMUSG00000026069/ENSMUSG00000026072,2
d1,GO:0032943,mononuclear cell proliferation,15797,350/23062,0.004036719,0.026419627,0.015150515,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000030793/ENSMUSG00000061353,4
d1,GO:0010518,positive regulation of phospholipase activity,15738,51/23062,0.004085871,0.026649425,0.015282294,ENSMUSG00000026582/ENSMUSG00000029648,2
d1,GO:0021700,developmental maturation,15797,353/23062,0.004160733,0.027041661,0.015507225,ENSMUSG00000000861/ENSMUSG00000034957/ENSMUSG00000066687/ENSMUSG00000094686,4
d1,GO:0001936,regulation of endothelial cell proliferation,15766,174/23062,0.004174503,0.027041661,0.015507225,ENSMUSG00000029648/ENSMUSG00000035385/ENSMUSG00000061353,3
d1,GO:0032635,interleukin-6 production,15766,176/23062,0.004309838,0.027823374,0.015955504,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000030793,3
d1,GO:0046638,positive regulation of alpha-beta T cell differentiation,15738,53/23062,0.004405543,0.028344817,0.016254529,ENSMUSG00000025746/ENSMUSG00000066687,2
d1,GO:2001242,regulation of intrinsic apoptotic signaling pathway,15766,178/23062,0.004447818,0.028520129,0.016355063,ENSMUSG00000022346/ENSMUSG00000030793/ENSMUSG00000061353,3
d1,GO:0043550,regulation of lipid kinase activity,15738,54/23062,0.004569597,0.02920234,0.016746281,ENSMUSG00000029648/ENSMUSG00000094686,2
d1,GO:0050770,regulation of axonogenesis,15766,181/23062,0.004659782,0.029625604,0.016989005,ENSMUSG00000000861/ENSMUSG00000026728/ENSMUSG00000061353,3
d1,GO:0051346,negative regulation of hydrolase activity,15797,365/23062,0.004682656,0.029625604,0.016989005,ENSMUSG00000000983/ENSMUSG00000025746/ENSMUSG00000032496/ENSMUSG00000057666,4
d1,GO:0051604,protein maturation,15797,365/23062,0.004682656,0.029625604,0.016989005,ENSMUSG00000022346/ENSMUSG00000029550/ENSMUSG00000030793/ENSMUSG00000044258,4
d1,GO:0002221,pattern recognition receptor signaling pathway,15766,182/23062,0.004731776,0.029767478,0.017070363,ENSMUSG00000020227/ENSMUSG00000030793/ENSMUSG00000032496,3
d1,GO:0030838,positive regulation of actin filament polymerization,15738,55/23062,0.004736448,0.029767478,0.017070363,ENSMUSG00000030793/ENSMUSG00000094686,2
d1,GO:0048660,regulation of smooth muscle cell proliferation,15766,185/23062,0.0049518,0.031018209,0.017787603,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000029648,3
d1,GO:0002762,negative regulation of myeloid leukocyte differentiation,15738,57/23062,0.005078501,0.031541861,0.018087896,ENSMUSG00000022346/ENSMUSG00000053475,2
d1,GO:2001222,regulation of neuron migration,15738,57/23062,0.005078501,0.031541861,0.018087896,ENSMUSG00000026043/ENSMUSG00000026072,2
d1,GO:0010951,negative regulation of endopeptidase activity,15766,187/23062,0.005101871,0.031541861,0.018087896,ENSMUSG00000025746/ENSMUSG00000032496/ENSMUSG00000057666,3
d1,GO:0045580,regulation of T cell differentiation,15766,187/23062,0.005101871,0.031541861,0.018087896,ENSMUSG00000025746/ENSMUSG00000044258/ENSMUSG00000066687,3
d1,GO:0006826,iron ion transport,15738,58/23062,0.005253681,0.032270185,0.018505558,ENSMUSG00000026822/ENSMUSG00000032496,2
d1,GO:0032757,positive regulation of interleukin-8 production,15738,58/23062,0.005253681,0.032270185,0.018505558,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0001935,endothelial cell proliferation,15766,191/23062,0.005410206,0.033017913,0.018934348,ENSMUSG00000029648/ENSMUSG00000035385/ENSMUSG00000061353,3
d1,GO:0046631,alpha-beta T cell activation,15766,191/23062,0.005410206,0.033017913,0.018934348,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000066687,3
d1,GO:0048659,smooth muscle cell proliferation,15766,192/23062,0.005489007,0.033391458,0.019148559,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000029648,3
d1,GO:0070661,leukocyte proliferation,15797,383/23062,0.00554583,0.033629347,0.019284979,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000030793/ENSMUSG00000061353,4
d1,GO:0043407,negative regulation of MAP kinase activity,15738,60/23062,0.005612299,0.033924025,0.019453964,ENSMUSG00000020227/ENSMUSG00000024190,2
d1,GO:0050777,negative regulation of immune response,15766,194/23062,0.005648681,0.034035542,0.019517914,ENSMUSG00000020227/ENSMUSG00000026043/ENSMUSG00000026069,3
d1,GO:0031663,lipopolysaccharide-mediated signaling pathway,15738,61/23062,0.005795716,0.034684031,0.019889794,ENSMUSG00000032496/ENSMUSG00000035385,2
d1,GO:1900015,regulation of cytokine production involved in inflammatory response,15738,61/23062,0.005795716,0.034684031,0.019889794,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0043405,regulation of MAP kinase activity,15766,196/23062,0.005811128,0.034684031,0.019889794,ENSMUSG00000020227/ENSMUSG00000024190/ENSMUSG00000029648,3
d1,GO:0032731,positive regulation of interleukin-1 beta production,15738,62/23062,0.005981857,0.035259515,0.020219809,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0048260,positive regulation of receptor-mediated endocytosis,15738,62/23062,0.005981857,0.035259515,0.020219809,ENSMUSG00000026582/ENSMUSG00000094686,2
d1,GO:0050873,brown fat cell differentiation,15738,62/23062,0.005981857,0.035259515,0.020219809,ENSMUSG00000009281/ENSMUSG00000034957,2
d1,GO:0050982,detection of mechanical stimulus,15738,62/23062,0.005981857,0.035259515,0.020219809,ENSMUSG00000022346/ENSMUSG00000061353,2
d1,GO:0001764,neuron migration,15766,200/23062,0.006144398,0.035963196,0.02062334,ENSMUSG00000026043/ENSMUSG00000026072/ENSMUSG00000061353,3
d1,GO:0010517,regulation of phospholipase activity,15738,63/23062,0.006170712,0.035963196,0.02062334,ENSMUSG00000026582/ENSMUSG00000029648,2
d1,GO:0032653,regulation of interleukin-10 production,15738,63/23062,0.006170712,0.035963196,0.02062334,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0042326,negative regulation of phosphorylation,15797,395/23062,0.006177029,0.035963196,0.02062334,ENSMUSG00000020227/ENSMUSG00000024190/ENSMUSG00000025746/ENSMUSG00000030793,4
d1,GO:0032535,regulation of cellular component size,15797,398/23062,0.006342011,0.036810815,0.021109413,ENSMUSG00000000861/ENSMUSG00000030793/ENSMUSG00000061353/ENSMUSG00000094686,4
d1,GO:0060193,positive regulation of lipase activity,15738,64/23062,0.006362271,0.036815824,0.021112286,ENSMUSG00000026582/ENSMUSG00000029648,2
d1,GO:0031334,positive regulation of protein-containing complex assembly,15766,203/23062,0.006401728,0.036819634,0.02111447,ENSMUSG00000030793/ENSMUSG00000043613/ENSMUSG00000094686,3
d1,GO:0032872,regulation of stress-activated MAPK cascade,15766,203/23062,0.006401728,0.036819634,0.02111447,ENSMUSG00000024190/ENSMUSG00000030793/ENSMUSG00000094686,3
d1,GO:0032613,interleukin-10 production,15738,65/23062,0.006556524,0.037596019,0.021559694,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0070302,regulation of stress-activated protein kinase signaling cascade,15766,206/23062,0.006665426,0.038105357,0.021851777,ENSMUSG00000024190/ENSMUSG00000030793/ENSMUSG00000094686,3
d1,GO:0002534,cytokine production involved in inflammatory response,15738,67/23062,0.00695307,0.039511756,0.022658286,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0006879,cellular iron ion homeostasis,15738,67/23062,0.00695307,0.039511756,0.022658286,ENSMUSG00000022346/ENSMUSG00000026822,2
d1,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,15766,210/23062,0.007027,0.039718688,0.022776953,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000030793,3
d1,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,15797,410/23062,0.007031338,0.039718688,0.022776953,ENSMUSG00000026043/ENSMUSG00000026728/ENSMUSG00000035385/ENSMUSG00000053475,4
d1,GO:0031345,negative regulation of cell projection organization,15766,211/23062,0.007119185,0.040061475,0.022973526,ENSMUSG00000000861/ENSMUSG00000026728/ENSMUSG00000094686,3
d1,GO:0002251,organ or tissue specific immune response,15738,68/23062,0.007155342,0.040061475,0.022973526,ENSMUSG00000025746/ENSMUSG00000032496,2
d1,GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,15738,68/23062,0.007155342,0.040061475,0.022973526,ENSMUSG00000025746/ENSMUSG00000029371,2
d1,GO:1904062,regulation of cation transmembrane transport,15797,414/23062,0.007271733,0.040593382,0.023278552,ENSMUSG00000026822/ENSMUSG00000028525/ENSMUSG00000035385/ENSMUSG00000037434,4
d1,GO:0001960,negative regulation of cytokine-mediated signaling pathway,15738,69/23062,0.007360268,0.040728247,0.023355891,ENSMUSG00000020227/ENSMUSG00000025746,2
d1,GO:0022029,telencephalon cell migration,15738,69/23062,0.007360268,0.040728247,0.023355891,ENSMUSG00000026043/ENSMUSG00000061353,2
d1,GO:0045668,negative regulation of osteoblast differentiation,15738,69/23062,0.007360268,0.040728247,0.023355891,ENSMUSG00000007805/ENSMUSG00000053475,2
d1,GO:0000768,syncytium formation by plasma membrane fusion,15738,70/23062,0.007567837,0.041513739,0.023806337,ENSMUSG00000035673/ENSMUSG00000061353,2
d1,GO:0002886,regulation of myeloid leukocyte mediated immunity,15738,70/23062,0.007567837,0.041513739,0.023806337,ENSMUSG00000029371/ENSMUSG00000029380,2
d1,GO:0140253,cell-cell fusion,15738,70/23062,0.007567837,0.041513739,0.023806337,ENSMUSG00000035673/ENSMUSG00000061353,2
d1,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,15766,217/23062,0.007687444,0.041927499,0.02404361,ENSMUSG00000025746/ENSMUSG00000026069/ENSMUSG00000026072,3
d1,GO:0006006,glucose metabolic process,15766,217/23062,0.007687444,0.041927499,0.02404361,ENSMUSG00000022346/ENSMUSG00000025746/ENSMUSG00000057666,3
d1,GO:0001937,negative regulation of endothelial cell proliferation,15738,71/23062,0.007778038,0.042059019,0.024119031,ENSMUSG00000029648/ENSMUSG00000035385,2
d1,GO:0032720,negative regulation of tumor necrosis factor production,15738,71/23062,0.007778038,0.042059019,0.024119031,ENSMUSG00000007805/ENSMUSG00000020227,2
d1,GO:0034121,regulation of toll-like receptor signaling pathway,15738,71/23062,0.007778038,0.042059019,0.024119031,ENSMUSG00000020227/ENSMUSG00000032496,2
d1,GO:0048469,cell maturation,15766,219/23062,0.007882669,0.042364959,0.024294475,ENSMUSG00000000861/ENSMUSG00000034957/ENSMUSG00000094686,3
d1,GO:0045619,regulation of lymphocyte differentiation,15766,220/23062,0.007981375,0.042364959,0.024294475,ENSMUSG00000025746/ENSMUSG00000044258/ENSMUSG00000066687,3
d1,GO:0006949,syncytium formation,15738,72/23062,0.007990862,0.042364959,0.024294475,ENSMUSG00000035673/ENSMUSG00000061353,2
d1,GO:0021885,forebrain cell migration,15738,72/23062,0.007990862,0.042364959,0.024294475,ENSMUSG00000026043/ENSMUSG00000061353,2
d1,GO:0046637,regulation of alpha-beta T cell differentiation,15738,72/23062,0.007990862,0.042364959,0.024294475,ENSMUSG00000025746/ENSMUSG00000066687,2
d1,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,15738,72/23062,0.007990862,0.042364959,0.024294475,ENSMUSG00000007805/ENSMUSG00000020227,2
d1,GO:2000144,positive regulation of DNA-templated transcription initiation,15738,72/23062,0.007990862,0.042364959,0.024294475,ENSMUSG00000022346/ENSMUSG00000034957,2
d1,GO:0046034,ATP metabolic process,15766,222/23062,0.008180982,0.043145578,0.024742126,ENSMUSG00000005686/ENSMUSG00000022346/ENSMUSG00000057666,3
d1,GO:0060761,negative regulation of response to cytokine stimulus,15738,73/23062,0.008206298,0.043145578,0.024742126,ENSMUSG00000020227/ENSMUSG00000025746,2
d1,GO:1904894,positive regulation of receptor signaling pathway via STAT,15738,73/23062,0.008206298,0.043145578,0.024742126,ENSMUSG00000025746/ENSMUSG00000029371,2
d1,GO:0032732,positive regulation of interleukin-1 production,15738,74/23062,0.008424337,0.044169591,0.025329353,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0051090,regulation of DNA-binding transcription factor activity,15797,435/23062,0.008623498,0.045089254,0.025856741,ENSMUSG00000020227/ENSMUSG00000025746/ENSMUSG00000030793/ENSMUSG00000032496,4
d1,GO:0010976,positive regulation of neuron projection development,15766,227/23062,0.008692859,0.045327048,0.025993105,ENSMUSG00000000861/ENSMUSG00000025746/ENSMUSG00000029371,3
d1,GO:0032677,regulation of interleukin-8 production,15738,76/23062,0.008868183,0.046114553,0.026444705,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0032637,interleukin-8 production,15738,77/23062,0.00909397,0.047159442,0.027043904,ENSMUSG00000025746/ENSMUSG00000030793,2
d1,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,15738,78/23062,0.00932232,0.048211891,0.027647438,ENSMUSG00000022346/ENSMUSG00000030793,2
d1,GO:0002711,positive regulation of T cell mediated immunity,15738,79/23062,0.009553223,0.049005454,0.028102512,ENSMUSG00000025746/ENSMUSG00000026072,2
d1,GO:0046635,positive regulation of alpha-beta T cell activation,15738,79/23062,0.009553223,0.049005454,0.028102512,ENSMUSG00000025746/ENSMUSG00000066687,2
d1,GO:2000379,positive regulation of reactive oxygen species metabolic process,15738,79/23062,0.009553223,0.049005454,0.028102512,ENSMUSG00000026822/ENSMUSG00000029380,2
d1,GO:0030324,lung development,15766,236/23062,0.009660924,0.049409452,0.028334187,ENSMUSG00000026043/ENSMUSG00000028364/ENSMUSG00000034957,3
d1,GO:0070997,neuron death,15797,450/23062,0.009684044,0.049409452,0.028334187,ENSMUSG00000025746/ENSMUSG00000026822/ENSMUSG00000035385/ENSMUSG00000057666,4
d1,GO:2000107,negative regulation of leukocyte apoptotic process,15738,80/23062,0.009786669,0.049799191,0.028557686,ENSMUSG00000061353/ENSMUSG00000094686,2
d4,GO:0050900,leukocyte migration,68/354,383/23062,3.33E-52,1.66E-48,8.04E-49,ENSMUSG00000000957/ENSMUSG00000001741/ENSMUSG00000001847/ENSMUSG00000003814/ENSMUSG00000004665/ENSMUSG00000005103/ENSMUSG00000006699/ENSMUSG00000007815/ENSMUSG00000009281/ENSMUSG00000015619/ENSMUSG00000015766/ENSMUSG00000016024/ENSMUSG00000016494/ENSMUSG00000019278/ENSMUSG00000020437/ENSMUSG00000020717/ENSMUSG00000021190/ENSMUSG00000021702/ENSMUSG00000022488/ENSMUSG00000022548/ENSMUSG00000023175/ENSMUSG00000023992/ENSMUSG00000024190/ENSMUSG00000024621/ENSMUSG00000025337/ENSMUSG00000025383/ENSMUSG00000025701/ENSMUSG00000025809/ENSMUSG00000025949/ENSMUSG00000027843/ENSMUSG00000027962/ENSMUSG00000028029/ENSMUSG00000028413/ENSMUSG00000028466/ENSMUSG00000028525/ENSMUSG00000029163/ENSMUSG00000029648/ENSMUSG00000031990/ENSMUSG00000032011/ENSMUSG00000032038/ENSMUSG00000032383/ENSMUSG00000034116/ENSMUSG00000034845/ENSMUSG00000035373/ENSMUSG00000036006/ENSMUSG00000037706/ENSMUSG00000037966/ENSMUSG00000038235/ENSMUSG00000040952/ENSMUSG00000042333/ENSMUSG00000042682/ENSMUSG00000044456/ENSMUSG00000045092/ENSMUSG00000047139/ENSMUSG00000048163/ENSMUSG00000049103/ENSMUSG00000050335/ENSMUSG00000051314/ENSMUSG00000054400/ENSMUSG00000054693/ENSMUSG00000055447/ENSMUSG00000056054/ENSMUSG00000056071/ENSMUSG00000059552/ENSMUSG00000061353/ENSMUSG00000064210/ENSMUSG00000071866/ENSMUSG00000074129,68
d4,GO:1903706,regulation of hemopoiesis,59/354,431/23062,1.61E-38,4.02E-35,1.94E-35,ENSMUSG00000000134/ENSMUSG00000000902/ENSMUSG00000000957/ENSMUSG00000001632/ENSMUSG00000004040/ENSMUSG00000004266/ENSMUSG00000004951/ENSMUSG00000005161/ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000015619/ENSMUSG00000018160/ENSMUSG00000020101/ENSMUSG00000020484/ENSMUSG00000020857/ENSMUSG00000021025/ENSMUSG00000021109/ENSMUSG00000021270/ENSMUSG00000021486/ENSMUSG00000022488/ENSMUSG00000023367/ENSMUSG00000023992/ENSMUSG00000024529/ENSMUSG00000024621/ENSMUSG00000025223/ENSMUSG00000025383/ENSMUSG00000027204/ENSMUSG00000027613/ENSMUSG00000028991/ENSMUSG00000029580/ENSMUSG00000029810/ENSMUSG00000030748/ENSMUSG00000031446/ENSMUSG00000032035/ENSMUSG00000035692/ENSMUSG00000036594/ENSMUSG00000037465/ENSMUSG00000037486/ENSMUSG00000037601/ENSMUSG00000037935/ENSMUSG00000037966/ENSMUSG00000039041/ENSMUSG00000039461/ENSMUSG00000039899/ENSMUSG00000041324/ENSMUSG00000043505/ENSMUSG00000044258/ENSMUSG00000046402/ENSMUSG00000047139/ENSMUSG00000049103/ENSMUSG00000052684/ENSMUSG00000052688/ENSMUSG00000053158/ENSMUSG00000054252/ENSMUSG00000060802/ENSMUSG00000063415/ENSMUSG00000075376/ENSMUSG00000109324/ENSMUSG00000115338,59
d4,GO:0032103,positive regulation of response to external stimulus,59/354,454/23062,3.20E-37,5.33E-34,2.58E-34,ENSMUSG00000001741/ENSMUSG00000001847/ENSMUSG00000003814/ENSMUSG00000004951/ENSMUSG00000006519/ENSMUSG00000009281/ENSMUSG00000010358/ENSMUSG00000015314/ENSMUSG00000016024/ENSMUSG00000018160/ENSMUSG00000020124/ENSMUSG00000020573/ENSMUSG00000020681/ENSMUSG00000021025/ENSMUSG00000021190/ENSMUSG00000021270/ENSMUSG00000021702/ENSMUSG00000022488/ENSMUSG00000023992/ENSMUSG00000024404/ENSMUSG00000024621/ENSMUSG00000025383/ENSMUSG00000026193/ENSMUSG00000026321/ENSMUSG00000027204/ENSMUSG00000027997/ENSMUSG00000028466/ENSMUSG00000028964/ENSMUSG00000029163/ENSMUSG00000030341/ENSMUSG00000030560/ENSMUSG00000030717/ENSMUSG00000030805/ENSMUSG00000032035/ENSMUSG00000032369/ENSMUSG00000034116/ENSMUSG00000035373/ENSMUSG00000036006/ENSMUSG00000037706/ENSMUSG00000037966/ENSMUSG00000040249/ENSMUSG00000040952/ENSMUSG00000043505/ENSMUSG00000045092/ENSMUSG00000045382/ENSMUSG00000047139/ENSMUSG00000047898/ENSMUSG00000049103/ENSMUSG00000050732/ENSMUSG00000051314/ENSMUSG00000054693/ENSMUSG00000055204/ENSMUSG00000055447/ENSMUSG00000056054/ENSMUSG00000056071/ENSMUSG00000061353/ENSMUSG00000062515/ENSMUSG00000064210/ENSMUSG00000068220,59
d4,GO:0030099,myeloid cell differentiation,58/354,442/23062,7.99E-37,9.98E-34,4.83E-34,ENSMUSG00000000134/ENSMUSG00000004040/ENSMUSG00000004266/ENSMUSG00000005103/ENSMUSG00000006932/ENSMUSG00000010609/ENSMUSG00000015619/ENSMUSG00000018160/ENSMUSG00000018501/ENSMUSG00000018893/ENSMUSG00000020857/ENSMUSG00000021025/ENSMUSG00000021109/ENSMUSG00000021361/ENSMUSG00000022488/ENSMUSG00000023992/ENSMUSG00000024026/ENSMUSG00000024529/ENSMUSG00000024621/ENSMUSG00000025223/ENSMUSG00000025383/ENSMUSG00000026321/ENSMUSG00000026971/ENSMUSG00000027204/ENSMUSG00000027613/ENSMUSG00000028991/ENSMUSG00000029106/ENSMUSG00000029287/ENSMUSG00000031446/ENSMUSG00000032035/ENSMUSG00000032369/ENSMUSG00000032554/ENSMUSG00000032557/ENSMUSG00000035673/ENSMUSG00000035692/ENSMUSG00000037465/ENSMUSG00000037486/ENSMUSG00000037601/ENSMUSG00000037706/ENSMUSG00000037966/ENSMUSG00000039461/ENSMUSG00000040952/ENSMUSG00000041324/ENSMUSG00000042029/ENSMUSG00000043505/ENSMUSG00000046402/ENSMUSG00000052684/ENSMUSG00000052688/ENSMUSG00000052837/ENSMUSG00000053158/ENSMUSG00000054252/ENSMUSG00000055024/ENSMUSG00000056492/ENSMUSG00000058587/ENSMUSG00000060802/ENSMUSG00000069919/ENSMUSG00000079562/ENSMUSG00000109324,58
