"","Mouse","Age","Group","Sex","Day","TEWL","Condition","Redness","Thickness","Scabbiness","Cohort","Organism","Dose","complete_score"
"1010",3,"8w","Lacto","M",4,8.3,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1011",4,"8w","Lacto","M",4,39.3,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1012",5,"8w","Lacto","M",4,13.8,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1013",6,"8w","Lacto","M",4,18.2,"Recovery",0,0,0,8,"L_reuteri",100000000,0
"1014",1,"8w","PBS","M",5,12.1,"Recovery",0,0,1,8,"PBS",0,1
"1015",2,"8w","PBS","M",5,23.4,"Recovery",1,1,0,8,"PBS",0,2
"1016",3,"8w","PBS","M",5,20.1,"Recovery",0,1,1,8,"PBS",0,2
"1017",4,"8w","PBS","M",5,35.6,"Recovery",0,2,1,8,"PBS",0,3
"1018",5,"8w","PBS","M",5,44.7,"Recovery",0,2,1,8,"PBS",0,3
"1019",6,"8w","PBS","M",5,22.7,"Recovery",0,0,1,8,"PBS",0,1
"1020",1,"8w","Sepi44","M",5,17.4,"Recovery",0,1,1,8,"Sepi44",1000000000,2
"1021",2,"8w","Sepi44","M",5,47.7,"Recovery",0,3,2,8,"Sepi44",1000000000,5
"1022",3,"8w","Sepi44","M",5,26.7,"Recovery",0,2,1,8,"Sepi44",1000000000,3
"1023",4,"8w","Sepi44","M",5,32.6,"Recovery",0,1,1,8,"Sepi44",1000000000,2
"1024",5,"8w","Sepi44","M",5,39.7,"Recovery",0,2,2,8,"Sepi44",1000000000,4
"1025",6,"8w","Sepi44","M",5,9.8,"Recovery",0,0,0,8,"Sepi44",1000000000,0
"1026",7,"8w","Sepi44","M",5,36.6,"Recovery",0,3,2,8,"Sepi44",1000000000,5
"1027",8,"8w","Sepi44","M",5,26.7,"Recovery",0,2,0,8,"Sepi44",1000000000,2
"1028",1,"8w","Lacto","M",5,20.7,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1029",2,"8w","Lacto","M",5,16.9,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1030",3,"8w","Lacto","M",5,7.4,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1031",4,"8w","Lacto","M",5,33.4,"Recovery",0,1,0,8,"L_reuteri",100000000,1
"1032",5,"8w","Lacto","M",5,9.6,"Recovery",0,0,0,8,"L_reuteri",100000000,0
"1033",6,"8w","Lacto","M",5,9.6,"Recovery",0,0,0,8,"L_reuteri",100000000,0
"1034",1,"8w","PBS","M",0,13.9,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1035",2,"8w","PBS","M",0,NA,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1036",3,"8w","PBS","M",0,7.9,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1037",4,"8w","PBS","M",0,5.5,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1038",1,"8w","L_reuteri","M",0,8.7,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1039",2,"8w","L_reuteri","M",0,11.2,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1040",3,"8w","L_reuteri","M",0,8.8,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1041",4,"8w","L_reuteri","M",0,12.3,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1042",5,"8w","L_reuteri","M",0,9.6,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1043",6,"8w","L_reuteri","M",0,9,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1044",1,"8w","Sepi44","M",0,9.7,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1045",2,"8w","Sepi44","M",0,9.8,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1046",3,"8w","Sepi44","M",0,7.9,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1047",4,"8w","Sepi44","M",0,10.4,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1048",5,"8w","Sepi44","M",0,8.8,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1049",6,"8w","Sepi44","M",0,7.4,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1050",1,"8w","PBS","M",0,71.8,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1051",2,"8w","PBS","M",0,74.5,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1052",3,"8w","PBS","M",0,72.8,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1053",4,"8w","PBS","M",0,70,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1054",1,"8w","L_reuteri","M",0,69.7,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1055",2,"8w","L_reuteri","M",0,76.8,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1056",3,"8w","L_reuteri","M",0,76.2,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1057",4,"8w","L_reuteri","M",0,73.1,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1058",5,"8w","L_reuteri","M",0,72.2,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1059",6,"8w","L_reuteri","M",0,72,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1060",1,"8w","Sepi44","M",0,76.9,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1061",2,"8w","Sepi44","M",0,69.2,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1062",3,"8w","Sepi44","M",0,82.4,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1063",4,"8w","Sepi44","M",0,67.8,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1064",5,"8w","Sepi44","M",0,69.9,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1065",6,"8w","Sepi44","M",0,68,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1066",1,"8w","PBS","M",1,39.8,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1067",2,"8w","PBS","M",1,65.7,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1068",3,"8w","PBS","M",1,67.3,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1069",4,"8w","PBS","M",1,70,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1070",1,"8w","L_reuteri","M",1,48.3,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1071",2,"8w","L_reuteri","M",1,78.3,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1072",3,"8w","L_reuteri","M",1,68,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1073",4,"8w","L_reuteri","M",1,48.4,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1074",5,"8w","L_reuteri","M",1,65.6,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1075",6,"8w","L_reuteri","M",1,62.8,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1076",1,"8w","Sepi44","M",1,73.5,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1077",2,"8w","Sepi44","M",1,72,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1078",3,"8w","Sepi44","M",1,77.6,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1079",4,"8w","Sepi44","M",1,28,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1080",5,"8w","Sepi44","M",1,61.6,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1081",6,"8w","Sepi44","M",1,48.3,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1082",1,"8w","PBS","M",2,66.5,"Recovery",0,NA,1,9,"PBS",0,NA
"1083",2,"8w","PBS","M",2,78.7,"Recovery",0,2,0,9,"PBS",0,2
"1084",3,"8w","PBS","M",2,58.6,"Recovery",0,2,0,9,"PBS",0,2
"1085",4,"8w","PBS","M",2,42.7,"Recovery",0,1,0,9,"PBS",0,1
"1086",1,"8w","L_reuteri","M",2,53.5,"Recovery",0,1,0,9,"L_reuteri",100000000,1
"1087",2,"8w","L_reuteri","M",2,75,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1088",3,"8w","L_reuteri","M",2,51.1,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1089",4,"8w","L_reuteri","M",2,61,"Recovery",0,1,0,9,"L_reuteri",100000000,1
"1090",5,"8w","L_reuteri","M",2,52.9,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1091",6,"8w","L_reuteri","M",2,57.2,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1092",1,"8w","Sepi44","M",2,72.1,"Recovery",0,3,0,9,"Sepi44",1000000000,3
"1093",2,"8w","Sepi44","M",2,41.8,"Recovery",0,2,1,9,"Sepi44",1000000000,3
"1094",3,"8w","Sepi44","M",2,63.7,"Recovery",0,3,0,9,"Sepi44",1000000000,3
"1095",4,"8w","Sepi44","M",2,39.3,"Recovery",0,1,0,9,"Sepi44",1000000000,1
"1096",5,"8w","Sepi44","M",2,62.9,"Recovery",0,2,0,9,"Sepi44",1000000000,2
"1097",6,"8w","Sepi44","M",2,52.4,"Recovery",1,2,0,9,"Sepi44",1000000000,3
"1098",1,"8w","PBS","M",3,49.2,"Recovery",0,2,1,9,"PBS",0,3
"1099",2,"8w","PBS","M",3,67,"Recovery",1,3,1,9,"PBS",0,5
"1100",3,"8w","PBS","M",3,65.7,"Recovery",0,2,1,9,"PBS",0,3
"1101",4,"8w","PBS","M",3,38.9,"Recovery",0,1,1,9,"PBS",0,2
"1102",1,"8w","L_reuteri","M",3,28,"Recovery",0,1,0,9,"L_reuteri",100000000,1
"1103",2,"8w","L_reuteri","M",3,70.5,"Recovery",0,2,1,9,"L_reuteri",100000000,3
"1104",3,"8w","L_reuteri","M",3,56.8,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1105",4,"8w","L_reuteri","M",3,23.6,"Recovery",0,1,0,9,"L_reuteri",100000000,1
"1106",5,"8w","L_reuteri","M",3,61.5,"Recovery",0,2,1,9,"L_reuteri",100000000,3
"1107",6,"8w","L_reuteri","M",3,56.3,"Recovery",0,2,1,9,"L_reuteri",100000000,3
"1108",1,"8w","Sepi44","M",3,39.9,"Recovery",0,2,1,9,"Sepi44",1000000000,3
"1109",2,"8w","Sepi44","M",3,67,"Recovery",0,1,0,9,"Sepi44",1000000000,1
"1110",3,"8w","Sepi44","M",3,73.9,"Recovery",0,3,2,9,"Sepi44",1000000000,5
"1111",4,"8w","Sepi44","M",3,42.7,"Recovery",0,1,0,9,"Sepi44",1000000000,1
"1112",5,"8w","Sepi44","M",3,45.7,"Recovery",0,3,0,9,"Sepi44",1000000000,3
"1113",6,"8w","Sepi44","M",3,53.3,"Recovery",0,2,0,9,"Sepi44",1000000000,2
"1114",1,"8w","PBS","F",0,9,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1115",2,"8w","PBS","F",0,9.3,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1116",3,"8w","PBS","F",0,9.8,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1117",4,"8w","PBS","F",0,17,"Baseline",NA,NA,NA,9,"PBS",0,NA
"1118",1,"8w","Sepi44","F",0,8.4,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1119",2,"8w","Sepi44","F",0,8.9,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1120",3,"8w","Sepi44","F",0,8.5,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1121",4,"8w","Sepi44","F",0,5.4,"Baseline",NA,NA,NA,9,"Sepi44",1000000000,NA
"1122",1,"8w","L_reuteri","F",0,9.9,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1123",2,"8w","L_reuteri","F",0,8.7,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1124",3,"8w","L_reuteri","F",0,8.5,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1125",4,"8w","L_reuteri","F",0,7.5,"Baseline",NA,NA,NA,9,"L_reuteri",100000000,NA
"1126",1,"8w","PBS","F",0,60.4,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1127",2,"8w","PBS","F",0,60,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1128",3,"8w","PBS","F",0,67.1,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1129",4,"8w","PBS","F",0,58.1,"tapestrip",NA,NA,NA,9,"PBS",0,NA
"1130",1,"8w","Sepi44","F",0,62.2,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1131",2,"8w","Sepi44","F",0,57.6,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1132",3,"8w","Sepi44","F",0,58.7,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1133",4,"8w","Sepi44","F",0,63,"tapestrip",NA,NA,NA,9,"Sepi44",1000000000,NA
"1134",1,"8w","L_reuteri","F",0,65,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1135",2,"8w","L_reuteri","F",0,71,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1136",3,"8w","L_reuteri","F",0,69.8,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1137",4,"8w","L_reuteri","F",0,67.4,"tapestrip",NA,NA,NA,9,"L_reuteri",100000000,NA
"1138",1,"8w","PBS","F",1,60.5,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1139",2,"8w","PBS","F",1,62.4,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1140",3,"8w","PBS","F",1,68.7,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1141",4,"8w","PBS","F",1,59,"Recovery",NA,NA,NA,9,"PBS",0,NA
"1142",1,"8w","Sepi44","F",1,62.6,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1143",2,"8w","Sepi44","F",1,65.3,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1144",3,"8w","Sepi44","F",1,72.9,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1145",4,"8w","Sepi44","F",1,62.2,"Recovery",NA,NA,NA,9,"Sepi44",1000000000,NA
"1146",1,"8w","L_reuteri","F",1,57.4,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1147",2,"8w","L_reuteri","F",1,29,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1148",3,"8w","L_reuteri","F",1,60.7,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1149",4,"8w","L_reuteri","F",1,56.6,"Recovery",NA,NA,NA,9,"L_reuteri",100000000,NA
"1150",1,"8w","PBS","F",2,60.3,"Recovery",1,2,1,9,"PBS",0,4
"1151",2,"8w","PBS","F",2,66.8,"Recovery",0,2,2,9,"PBS",0,4
"1152",3,"8w","PBS","F",2,64.5,"Recovery",0,2,2,9,"PBS",0,4
"1153",4,"8w","PBS","F",2,48.1,"Recovery",0,2,1,9,"PBS",0,3
"1154",1,"8w","Sepi44","F",2,63.1,"Recovery",0,2,2,9,"Sepi44",1000000000,4
"1155",2,"8w","Sepi44","F",2,58.5,"Recovery",0,3,2,9,"Sepi44",1000000000,5
"1156",3,"8w","Sepi44","F",2,70.9,"Recovery",0,2,2,9,"Sepi44",1000000000,4
"1157",4,"8w","Sepi44","F",2,51.6,"Recovery",0,2,1,9,"Sepi44",1000000000,3
"1158",1,"8w","L_reuteri","F",2,52.6,"Recovery",0,2,1,9,"L_reuteri",100000000,3
"1159",2,"8w","L_reuteri","F",2,22.9,"Recovery",0,1,0,9,"L_reuteri",100000000,1
"1160",3,"8w","L_reuteri","F",2,70.6,"Recovery",1,1,1,9,"L_reuteri",100000000,3
"1161",4,"8w","L_reuteri","F",2,49.3,"Recovery",0,1,1,9,"L_reuteri",100000000,2
"1162",1,"8w","PBS","F",3,22.1,"Recovery",1,2,1,9,"PBS",0,4
"1163",2,"8w","PBS","F",3,23.3,"Recovery",0,1,0,9,"PBS",0,1
"1164",3,"8w","PBS","F",3,69.3,"Recovery",0,3,1,9,"PBS",0,4
"1165",4,"8w","PBS","F",3,20.1,"Recovery",0,1,1,9,"PBS",0,2
"1166",1,"8w","Sepi44","F",3,44,"Recovery",0,3,2,9,"Sepi44",1000000000,5
"1167",2,"8w","Sepi44","F",3,30.1,"Recovery",0,2,2,9,"Sepi44",1000000000,4
"1168",3,"8w","Sepi44","F",3,21.4,"Recovery",0,3,3,9,"Sepi44",1000000000,6
"1169",4,"8w","Sepi44","F",3,20.4,"Recovery",0,1,1,9,"Sepi44",1000000000,2
"1170",1,"8w","L_reuteri","F",3,55.3,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1171",2,"8w","L_reuteri","F",3,43.8,"Recovery",0,0,1,9,"L_reuteri",100000000,1
"1172",3,"8w","L_reuteri","F",3,53.5,"Recovery",0,2,1,9,"L_reuteri",100000000,3
"1173",4,"8w","L_reuteri","F",3,48.8,"Recovery",0,2,0,9,"L_reuteri",100000000,2
"1174",1,"10","PBS_self","M",0,13.5,"Baseline",NA,NA,NA,10,"PBS",0,NA
"1175",2,"10","PBS_self","M",0,8.9,"Baseline",NA,NA,NA,10,"PBS",0,NA
"1176",3,"10","PBS_self","M",0,8.1,"Baseline",NA,NA,NA,10,"PBS",0,NA
"1177",4,"10","PBS_self","M",0,8.3,"Baseline",NA,NA,NA,10,"PBS",0,NA
"1178",5,"10","PBS_self","M",0,8.7,"Baseline",NA,NA,NA,10,"PBS",0,NA
"1179",1,"10","PBS_SFB","M",0,14.2,"Baseline",NA,NA,NA,10,"PBS_SFB",0,NA
"1180",2,"10","PBS_SFB","M",0,7.8,"Baseline",NA,NA,NA,10,"PBS_SFB",0,NA
"1181",3,"10","PBS_SFB","M",0,10.6,"Baseline",NA,NA,NA,10,"PBS_SFB",0,NA
"1182",4,"10","PBS_SFB","M",0,8.8,"Baseline",NA,NA,NA,10,"PBS_SFB",0,NA
"1183",5,"10","PBS_SFB","M",0,7.8,"Baseline",NA,NA,NA,10,"PBS_SFB",0,NA
"1184",1,"10","Sepi_self","M",0,13.6,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1185",2,"10","Sepi_self","M",0,8.3,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1186",3,"10","Sepi_self","M",0,10.5,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1187",4,"10","Sepi_self","M",0,9.4,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1188",5,"10","Sepi_self","M",0,8.1,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1189",6,"10","Sepi_self","M",0,10.6,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1190",7,"10","Sepi_self","M",0,9.6,"Baseline",NA,NA,NA,10,"Sepi44",1000000000,NA
"1191",1,"10","Sepi_SFB","M",0,7.9,"Baseline",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1192",2,"10","Sepi_SFB","M",0,8.2,"Baseline",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1193",3,"10","Sepi_SFB","M",0,9.3,"Baseline",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1194",4,"10","Sepi_SFB","M",0,9,"Baseline",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1195",5,"10","Sepi_SFB","M",0,9.4,"Baseline",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1196",6,"10","Sepi_SFB","M",0,10.4,"Baseline",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1197",1,"10","PBS_self","M",0,72.3,"Tapestrip",NA,NA,NA,10,"PBS",0,NA
"1198",2,"10","PBS_self","M",0,62.1,"Tapestrip",NA,NA,NA,10,"PBS",0,NA
"1199",3,"10","PBS_self","M",0,65.7,"Tapestrip",NA,NA,NA,10,"PBS",0,NA
"1200",4,"10","PBS_self","M",0,68.9,"Tapestrip",NA,NA,NA,10,"PBS",0,NA
"1201",5,"10","PBS_self","M",0,65.3,"Tapestrip",NA,NA,NA,10,"PBS",0,NA
"1202",1,"10","PBS_SFB","M",0,70.4,"Tapestrip",NA,NA,NA,10,"PBS_SFB",0,NA
"1203",2,"10","PBS_SFB","M",0,66.4,"Tapestrip",NA,NA,NA,10,"PBS_SFB",0,NA
"1204",3,"10","PBS_SFB","M",0,67.1,"Tapestrip",NA,NA,NA,10,"PBS_SFB",0,NA
"1205",4,"10","PBS_SFB","M",0,61.8,"Tapestrip",NA,NA,NA,10,"PBS_SFB",0,NA
"1206",5,"10","PBS_SFB","M",0,63.8,"Tapestrip",NA,NA,NA,10,"PBS_SFB",0,NA
"1207",1,"10","Sepi_self","M",0,65.7,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1208",2,"10","Sepi_self","M",0,66.4,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1209",3,"10","Sepi_self","M",0,64.5,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1210",4,"10","Sepi_self","M",0,71.5,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1211",5,"10","Sepi_self","M",0,62.5,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1212",6,"10","Sepi_self","M",0,66.6,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1213",7,"10","Sepi_self","M",0,65.6,"Tapestrip",NA,NA,NA,10,"Sepi44",1000000000,NA
"1214",1,"10","Sepi_SFB","M",0,63.4,"Tapestrip",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1215",2,"10","Sepi_SFB","M",0,68.2,"Tapestrip",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1216",3,"10","Sepi_SFB","M",0,63,"Tapestrip",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1217",4,"10","Sepi_SFB","M",0,65.8,"Tapestrip",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1218",5,"10","Sepi_SFB","M",0,65.4,"Tapestrip",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1219",6,"10","Sepi_SFB","M",0,63.2,"Tapestrip",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1220",1,"10","PBS_self","M",1,58.9,"Recovery",NA,NA,NA,10,"PBS",0,NA
"1221",2,"10","PBS_self","M",1,70.3,"Recovery",NA,NA,NA,10,"PBS",0,NA
"1222",3,"10","PBS_self","M",1,69.9,"Recovery",NA,NA,NA,10,"PBS",0,NA
"1223",4,"10","PBS_self","M",1,72.1,"Recovery",NA,NA,NA,10,"PBS",0,NA
"1224",5,"10","PBS_self","M",1,70.7,"Recovery",NA,NA,NA,10,"PBS",0,NA
"1225",1,"10","PBS_SFB","M",1,33.6,"Recovery",NA,NA,NA,10,"PBS_SFB",0,NA
"1226",2,"10","PBS_SFB","M",1,65,"Recovery",NA,NA,NA,10,"PBS_SFB",0,NA
"1227",3,"10","PBS_SFB","M",1,50,"Recovery",NA,NA,NA,10,"PBS_SFB",0,NA
"1228",4,"10","PBS_SFB","M",1,40.2,"Recovery",NA,NA,NA,10,"PBS_SFB",0,NA
"1229",5,"10","PBS_SFB","M",1,58.2,"Recovery",NA,NA,NA,10,"PBS_SFB",0,NA
"1230",1,"10","Sepi_self","M",1,65.4,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1231",2,"10","Sepi_self","M",1,71.1,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1232",3,"10","Sepi_self","M",1,73.7,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1233",4,"10","Sepi_self","M",1,69,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1234",5,"10","Sepi_self","M",1,74.7,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1235",6,"10","Sepi_self","M",1,58,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1236",7,"10","Sepi_self","M",1,71,"Recovery",NA,NA,NA,10,"Sepi44",1000000000,NA
"1237",1,"10","Sepi_SFB","M",1,74.6,"Recovery",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1238",2,"10","Sepi_SFB","M",1,63,"Recovery",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1239",3,"10","Sepi_SFB","M",1,76.4,"Recovery",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1240",4,"10","Sepi_SFB","M",1,71.4,"Recovery",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1241",5,"10","Sepi_SFB","M",1,50.4,"Recovery",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1242",6,"10","Sepi_SFB","M",1,69.6,"Recovery",NA,NA,NA,10,"Sepi44_SFB",1000000000,NA
"1243",1,"10","PBS_self","M",2,54.2,"Recovery",0,2,0,10,"PBS",0,2
"1244",2,"10","PBS_self","M",2,74.1,"Recovery",0,3,0,10,"PBS",0,3
"1245",3,"10","PBS_self","M",2,56.1,"Recovery",0,1,0,10,"PBS",0,1
"1246",4,"10","PBS_self","M",2,88.6,"Recovery",0,2,0,10,"PBS",0,2
"1247",5,"10","PBS_self","M",2,55,"Recovery",0,2,0,10,"PBS",0,2
"1248",1,"10","PBS_SFB","M",2,39.4,"Recovery",0,1,0,10,"PBS_SFB",0,1
"1249",2,"10","PBS_SFB","M",2,52,"Recovery",0,2,0,10,"PBS_SFB",0,2
"1250",3,"10","PBS_SFB","M",2,55.6,"Recovery",0,2,0,10,"PBS_SFB",0,2
"1251",4,"10","PBS_SFB","M",2,77.5,"Recovery",0,2,0,10,"PBS_SFB",0,2
"1252",5,"10","PBS_SFB","M",2,67.2,"Recovery",0,2,0,10,"PBS_SFB",0,2
"1253",1,"10","Sepi_self","M",2,68.2,"Recovery",0,2,0,10,"Sepi44",1000000000,2
"1254",2,"10","Sepi_self","M",2,78.2,"Recovery",0,3,0,10,"Sepi44",1000000000,3
"1255",3,"10","Sepi_self","M",2,77.7,"Recovery",0,2,0,10,"Sepi44",1000000000,2
"1256",4,"10","Sepi_self","M",2,77,"Recovery",0,3,0,10,"Sepi44",1000000000,3
"1257",5,"10","Sepi_self","M",2,69.2,"Recovery",0,3,0,10,"Sepi44",1000000000,3
"1258",6,"10","Sepi_self","M",2,44.5,"Recovery",0,2,0,10,"Sepi44",1000000000,2
"1259",7,"10","Sepi_self","M",2,73.2,"Recovery",0,2,0,10,"Sepi44",1000000000,2
"1260",1,"10","Sepi_SFB","M",2,77,"Recovery",0,3,0,10,"Sepi44_SFB",1000000000,3
"1261",2,"10","Sepi_SFB","M",2,79,"Recovery",0,3,0,10,"Sepi44_SFB",1000000000,3
"1262",3,"10","Sepi_SFB","M",2,81.4,"Recovery",0,2,0,10,"Sepi44_SFB",1000000000,2
"1263",4,"10","Sepi_SFB","M",2,73.6,"Recovery",0,3,0,10,"Sepi44_SFB",1000000000,3
"1264",5,"10","Sepi_SFB","M",2,54.2,"Recovery",0,2,0,10,"Sepi44_SFB",1000000000,2
"1265",6,"10","Sepi_SFB","M",2,67,"Recovery",0,3,0,10,"Sepi44_SFB",1000000000,3
"1266",1,"10","PBS_self","M",3,26.8,"Recovery",1,1,0,10,"PBS",0,2
"1267",2,"10","PBS_self","M",3,61.3,"Recovery",0,3,1,10,"PBS",0,4
"1268",3,"10","PBS_self","M",3,59.1,"Recovery",0,2,1,10,"PBS",0,3
"1269",4,"10","PBS_self","M",3,77.9,"Recovery",0,3,0,10,"PBS",0,3
"1270",5,"10","PBS_self","M",3,39.3,"Recovery",0,2,1,10,"PBS",0,3
