"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"610","d4","GO:0032496","response to lipopolysaccharide","31/314","383/23006",2.03745853164218e-15,1.50646549278035e-13,7.44703466545164e-14,"ENSMUSG00000074129/ENSMUSG00000005161/ENSMUSG00000020681/ENSMUSG00000035673/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000022500/ENSMUSG00000021709/ENSMUSG00000060803/ENSMUSG00000001751/ENSMUSG00000037936/ENSMUSG00000023992/ENSMUSG00000037580/ENSMUSG00000026728/ENSMUSG00000028419/ENSMUSG00000016024/ENSMUSG00000020484/ENSMUSG00000024927/ENSMUSG00000028191/ENSMUSG00000007815/ENSMUSG00000032369/ENSMUSG00000028268/ENSMUSG00000032577/ENSMUSG00000028163/ENSMUSG00000042419/ENSMUSG00000060802/ENSMUSG00000021025/ENSMUSG00000005150/ENSMUSG00000027843/ENSMUSG00000028525/ENSMUSG00000026321",31
"611","d4","GO:0006959","humoral immune response","28/314","307/23006",2.42515534058262e-15,1.7659540252788e-13,8.72978565182613e-14,"ENSMUSG00000061232/ENSMUSG00000056071/ENSMUSG00000040952/ENSMUSG00000073411/ENSMUSG00000009281/ENSMUSG00000038274/ENSMUSG00000022018/ENSMUSG00000058600/ENSMUSG00000061780/ENSMUSG00000067212/ENSMUSG00000025701/ENSMUSG00000050335/ENSMUSG00000023992/ENSMUSG00000057666/ENSMUSG00000061353/ENSMUSG00000023224/ENSMUSG00000024371/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000032554/ENSMUSG00000090231/ENSMUSG00000000134/ENSMUSG00000021876/ENSMUSG00000049103/ENSMUSG00000035929/ENSMUSG00000023915/ENSMUSG00000004266/ENSMUSG00000060802",28
"612","d4","GO:0002700","regulation of production of molecular mediator of immune response","25/314","236/23006",2.507108377814e-15,1.7983825169812e-13,8.89009207969551e-14,"ENSMUSG00000030805/ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000022500/ENSMUSG00000030748/ENSMUSG00000067212/ENSMUSG00000020641/ENSMUSG00000024990/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000020484/ENSMUSG00000036427/ENSMUSG00000005413/ENSMUSG00000023010/ENSMUSG00000014905/ENSMUSG00000028277/ENSMUSG00000049103/ENSMUSG00000046718/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000051314/ENSMUSG00000027843/ENSMUSG00000006611/ENSMUSG00000039239/ENSMUSG00000020101",25
"613","d4","GO:0050777","negative regulation of immune response","25/314","238/23006",3.05609524205367e-15,2.15994025489852e-13,1.06774101568346e-13,"ENSMUSG00000027639/ENSMUSG00000061232/ENSMUSG00000026043/ENSMUSG00000005779/ENSMUSG00000040952/ENSMUSG00000073411/ENSMUSG00000030751/ENSMUSG00000030748/ENSMUSG00000024844/ENSMUSG00000067212/ENSMUSG00000075376/ENSMUSG00000035692/ENSMUSG00000050335/ENSMUSG00000023992/ENSMUSG00000023224/ENSMUSG00000063856/ENSMUSG00000005413/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000035929/ENSMUSG00000022488/ENSMUSG00000004266/ENSMUSG00000020124/ENSMUSG00000006611/ENSMUSG00000020101",25
"614","d4","GO:0030218","erythrocyte differentiation","21/314","155/23006",3.18481282757583e-15,2.21829136946804e-13,1.09658620165349e-13,"ENSMUSG00000018501/ENSMUSG00000109324/ENSMUSG00000040952/ENSMUSG00000058587/ENSMUSG00000021361/ENSMUSG00000035692/ENSMUSG00000021109/ENSMUSG00000029287/ENSMUSG00000025223/ENSMUSG00000079562/ENSMUSG00000004040/ENSMUSG00000018893/ENSMUSG00000032557/ENSMUSG00000022488/ENSMUSG00000032035/ENSMUSG00000060802/ENSMUSG00000056492/ENSMUSG00000042029/ENSMUSG00000041324/ENSMUSG00000029106/ENSMUSG00000069919",21
"615","d4","GO:0051251","positive regulation of lymphocyte activation","30/314","364/23006",3.64147502278104e-15,2.50013270849795e-13,1.23591114682959e-13,"ENSMUSG00000042682/ENSMUSG00000030744/ENSMUSG00000061232/ENSMUSG00000000902/ENSMUSG00000073411/ENSMUSG00000024621/ENSMUSG00000030748/ENSMUSG00000115338/ENSMUSG00000027962/ENSMUSG00000067212/ENSMUSG00000021270/ENSMUSG00000032011/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000020484/ENSMUSG00000029580/ENSMUSG00000055447/ENSMUSG00000037935/ENSMUSG00000000957/ENSMUSG00000047139/ENSMUSG00000036594/ENSMUSG00000028191/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000035929/ENSMUSG00000068220/ENSMUSG00000022488/ENSMUSG00000060802/ENSMUSG00000027843/ENSMUSG00000020101",30
"616","d4","GO:0019221","cytokine-mediated signaling pathway","33/314","449/23006",3.99340212281292e-15,2.7031395214421e-13,1.33626517289678e-13,"ENSMUSG00000027639/ENSMUSG00000024621/ENSMUSG00000033467/ENSMUSG00000030748/ENSMUSG00000022971/ENSMUSG00000022969/ENSMUSG00000073889/ENSMUSG00000017837/ENSMUSG00000055737/ENSMUSG00000035692/ENSMUSG00000023992/ENSMUSG00000030341/ENSMUSG00000061353/ENSMUSG00000021109/ENSMUSG00000037872/ENSMUSG00000024927/ENSMUSG00000047139/ENSMUSG00000004040/ENSMUSG00000078945/ENSMUSG00000060591/ENSMUSG00000049103/ENSMUSG00000035373/ENSMUSG00000059552/ENSMUSG00000032966/ENSMUSG00000001741/ENSMUSG00000026313/ENSMUSG00000004266/ENSMUSG00000019471/ENSMUSG00000045382/ENSMUSG00000021025/ENSMUSG00000071714/ENSMUSG00000034845/ENSMUSG00000026321",33
"617","d4","GO:0046631","alpha-beta T cell activation","24/314","220/23006",4.74484679739142e-15,3.16718523725877e-13,1.56566070492872e-13,"ENSMUSG00000018501/ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000030748/ENSMUSG00000115338/ENSMUSG00000028936/ENSMUSG00000021477/ENSMUSG00000067212/ENSMUSG00000075376/ENSMUSG00000020641/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000028455/ENSMUSG00000028991/ENSMUSG00000047139/ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000035929/ENSMUSG00000022488/ENSMUSG00000027843/ENSMUSG00000035413/ENSMUSG00000006611/ENSMUSG00000020101",24
"618","d4","GO:0051402","neuron apoptotic process","30/314","368/23006",4.88126862867826e-15,3.21361329170243e-13,1.58861186660805e-13,"ENSMUSG00000005161/ENSMUSG00000003873/ENSMUSG00000028964/ENSMUSG00000040249/ENSMUSG00000037613/ENSMUSG00000006699/ENSMUSG00000021190/ENSMUSG00000026822/ENSMUSG00000023992/ENSMUSG00000057666/ENSMUSG00000030341/ENSMUSG00000022982/ENSMUSG00000027997/ENSMUSG00000052684/ENSMUSG00000021109/ENSMUSG00000063856/ENSMUSG00000036427/ENSMUSG00000005413/ENSMUSG00000031536/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000023010/ENSMUSG00000007815/ENSMUSG00000021764/ENSMUSG00000059552/ENSMUSG00000001911/ENSMUSG00000026313/ENSMUSG00000023915/ENSMUSG00000030717/ENSMUSG00000039239",30
"619","d4","GO:0002758","innate immune response-activating signaling pathway","25/314","243/23006",4.97107725746868e-15,3.22851314856682e-13,1.59597743529257e-13,"ENSMUSG00000052688/ENSMUSG00000016534/ENSMUSG00000024404/ENSMUSG00000021709/ENSMUSG00000015656/ENSMUSG00000006519/ENSMUSG00000001751/ENSMUSG00000023992/ENSMUSG00000036103/ENSMUSG00000020641/ENSMUSG00000013236/ENSMUSG00000016024/ENSMUSG00000055204/ENSMUSG00000024927/ENSMUSG00000028191/ENSMUSG00000010358/ENSMUSG00000041560/ENSMUSG00000037966/ENSMUSG00000032577/ENSMUSG00000042419/ENSMUSG00000033107/ENSMUSG00000020124/ENSMUSG00000021025/ENSMUSG00000051314/ENSMUSG00000027843",25
"620","d4","GO:0042063","gliogenesis","31/314","396/23006",5.10822226125727e-15,3.27334882501366e-13,1.61814142367125e-13,"ENSMUSG00000026043/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000024621/ENSMUSG00000026385/ENSMUSG00000040249/ENSMUSG00000005103/ENSMUSG00000026193/ENSMUSG00000035027/ENSMUSG00000001751/ENSMUSG00000023992/ENSMUSG00000022982/ENSMUSG00000026728/ENSMUSG00000029388/ENSMUSG00000005125/ENSMUSG00000032554/ENSMUSG00000024927/ENSMUSG00000022425/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000059552/ENSMUSG00000029648/ENSMUSG00000001911/ENSMUSG00000028683/ENSMUSG00000023915/ENSMUSG00000045382/ENSMUSG00000035413/ENSMUSG00000039239",31
"621","d4","GO:0002573","myeloid leukocyte differentiation","26/314","269/23006",6.26555298611916e-15,3.96213784885377e-13,1.95863616200428e-13,"ENSMUSG00000035673/ENSMUSG00000037486/ENSMUSG00000031446/ENSMUSG00000024026/ENSMUSG00000020857/ENSMUSG00000024621/ENSMUSG00000037601/ENSMUSG00000001751/ENSMUSG00000023992/ENSMUSG00000053158/ENSMUSG00000052684/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000032554/ENSMUSG00000028991/ENSMUSG00000027204/ENSMUSG00000006932/ENSMUSG00000000134/ENSMUSG00000039461/ENSMUSG00000037966/ENSMUSG00000026971/ENSMUSG00000049086/ENSMUSG00000046402/ENSMUSG00000001911/ENSMUSG00000026321/ENSMUSG00000052837",26
"622","d4","GO:0045619","regulation of lymphocyte differentiation","24/314","223/23006",6.44681291234479e-15,4.02381595541936e-13,1.98912600726756e-13,"ENSMUSG00000005161/ENSMUSG00000021486/ENSMUSG00000000902/ENSMUSG00000030748/ENSMUSG00000004951/ENSMUSG00000115338/ENSMUSG00000075376/ENSMUSG00000044258/ENSMUSG00000021270/ENSMUSG00000043505/ENSMUSG00000020484/ENSMUSG00000029580/ENSMUSG00000039041/ENSMUSG00000037935/ENSMUSG00000000957/ENSMUSG00000047139/ENSMUSG00000036594/ENSMUSG00000063415/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000022488/ENSMUSG00000004266/ENSMUSG00000020101",24
"623","d4","GO:0050921","positive regulation of chemotaxis","21/314","162/23006",7.87949545597897e-15,4.85498143095319e-13,2.40000286695608e-13,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000028466/ENSMUSG00000009281/ENSMUSG00000064210/ENSMUSG00000024621/ENSMUSG00000004951/ENSMUSG00000003814/ENSMUSG00000021190/ENSMUSG00000026193/ENSMUSG00000021702/ENSMUSG00000023992/ENSMUSG00000061353/ENSMUSG00000016024/ENSMUSG00000049103/ENSMUSG00000035373/ENSMUSG00000001741/ENSMUSG00000022488/ENSMUSG00000045382/ENSMUSG00000045092/ENSMUSG00000054693",21
"624","d4","GO:0010631","epithelial cell migration","28/314","327/23006",1.20540872972924e-14,7.33315741149203e-13,3.6250599640225e-13,"ENSMUSG00000001847/ENSMUSG00000056071/ENSMUSG00000022018/ENSMUSG00000004951/ENSMUSG00000003814/ENSMUSG00000021190/ENSMUSG00000026822/ENSMUSG00000037936/ENSMUSG00000061353/ENSMUSG00000052684/ENSMUSG00000021109/ENSMUSG00000029287/ENSMUSG00000022475/ENSMUSG00000063856/ENSMUSG00000032359/ENSMUSG00000036427/ENSMUSG00000004655/ENSMUSG00000022425/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000023175/ENSMUSG00000007815/ENSMUSG00000032035/ENSMUSG00000025809/ENSMUSG00000045382/ENSMUSG00000020573/ENSMUSG00000039239/ENSMUSG00000022505",28
"625","d4","GO:0090132","epithelium migration","28/314","329/23006",1.40583281476575e-14,8.44554063470526e-13,4.1749535038504e-13,"ENSMUSG00000001847/ENSMUSG00000056071/ENSMUSG00000022018/ENSMUSG00000004951/ENSMUSG00000003814/ENSMUSG00000021190/ENSMUSG00000026822/ENSMUSG00000037936/ENSMUSG00000061353/ENSMUSG00000052684/ENSMUSG00000021109/ENSMUSG00000029287/ENSMUSG00000022475/ENSMUSG00000063856/ENSMUSG00000032359/ENSMUSG00000036427/ENSMUSG00000004655/ENSMUSG00000022425/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000023175/ENSMUSG00000007815/ENSMUSG00000032035/ENSMUSG00000025809/ENSMUSG00000045382/ENSMUSG00000020573/ENSMUSG00000039239/ENSMUSG00000022505",28
"626","d4","GO:0090130","tissue migration","28/314","331/23006",1.63773223510078e-14,9.64522784476758e-13,4.76800474092481e-13,"ENSMUSG00000001847/ENSMUSG00000056071/ENSMUSG00000022018/ENSMUSG00000004951/ENSMUSG00000003814/ENSMUSG00000021190/ENSMUSG00000026822/ENSMUSG00000037936/ENSMUSG00000061353/ENSMUSG00000052684/ENSMUSG00000021109/ENSMUSG00000029287/ENSMUSG00000022475/ENSMUSG00000063856/ENSMUSG00000032359/ENSMUSG00000036427/ENSMUSG00000004655/ENSMUSG00000022425/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000023175/ENSMUSG00000007815/ENSMUSG00000032035/ENSMUSG00000025809/ENSMUSG00000045382/ENSMUSG00000020573/ENSMUSG00000039239/ENSMUSG00000022505",28
"627","d4","GO:0071621","granulocyte chemotaxis","19/314","130/23006",1.64566933681012e-14,9.64522784476758e-13,4.76800474092481e-13,"ENSMUSG00000001847/ENSMUSG00000032383/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000009281/ENSMUSG00000024621/ENSMUSG00000019278/ENSMUSG00000025949/ENSMUSG00000021702/ENSMUSG00000050335/ENSMUSG00000071866/ENSMUSG00000016024/ENSMUSG00000034116/ENSMUSG00000054400/ENSMUSG00000023175/ENSMUSG00000035373/ENSMUSG00000022488/ENSMUSG00000028525/ENSMUSG00000031990",19
"628","d4","GO:0006979","response to oxidative stress","30/314","388/23006",1.99725969876399e-14,1.15648555569394e-12,5.71695008257491e-13,"ENSMUSG00000022548/ENSMUSG00000030805/ENSMUSG00000042682/ENSMUSG00000030744/ENSMUSG00000005161/ENSMUSG00000024844/ENSMUSG00000028964/ENSMUSG00000004951/ENSMUSG00000015837/ENSMUSG00000025701/ENSMUSG00000060803/ENSMUSG00000026822/ENSMUSG00000001751/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000071866/ENSMUSG00000027997/ENSMUSG00000052684/ENSMUSG00000031740/ENSMUSG00000021109/ENSMUSG00000020484/ENSMUSG00000063856/ENSMUSG00000004655/ENSMUSG00000024927/ENSMUSG00000005413/ENSMUSG00000018893/ENSMUSG00000059552/ENSMUSG00000028163/ENSMUSG00000055024/ENSMUSG00000028691",30
"629","d4","GO:0002440","production of molecular mediator of immune response","31/314","421/23006",2.7076415094856e-14,1.54915774935569e-12,7.65807880565037e-13,"ENSMUSG00000030805/ENSMUSG00000027639/ENSMUSG00000061232/ENSMUSG00000002778/ENSMUSG00000073411/ENSMUSG00000022500/ENSMUSG00000033467/ENSMUSG00000030748/ENSMUSG00000090083/ENSMUSG00000067212/ENSMUSG00000020641/ENSMUSG00000024990/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000020484/ENSMUSG00000036427/ENSMUSG00000005413/ENSMUSG00000031536/ENSMUSG00000023010/ENSMUSG00000014905/ENSMUSG00000028277/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000046718/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000051314/ENSMUSG00000027843/ENSMUSG00000006611/ENSMUSG00000039239/ENSMUSG00000020101",31
"630","d4","GO:0002526","acute inflammatory response","19/314","134/23006",2.91015308780119e-14,1.64543479293794e-12,8.13401302683255e-13,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000064210/ENSMUSG00000028964/ENSMUSG00000040026/ENSMUSG00000028413/ENSMUSG00000067212/ENSMUSG00000026193/ENSMUSG00000060803/ENSMUSG00000027997/ENSMUSG00000016024/ENSMUSG00000004040/ENSMUSG00000032369/ENSMUSG00000001930/ENSMUSG00000035929/ENSMUSG00000030717/ENSMUSG00000051314/ENSMUSG00000020573/ENSMUSG00000026321",19
"631","d4","GO:2001242","regulation of intrinsic apoptotic signaling pathway","22/314","195/23006",3.34809691960384e-14,1.87104113902512e-12,9.2492714168248e-13,"ENSMUSG00000030744/ENSMUSG00000003873/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000028466/ENSMUSG00000028964/ENSMUSG00000004951/ENSMUSG00000023992/ENSMUSG00000022982/ENSMUSG00000061353/ENSMUSG00000071866/ENSMUSG00000021109/ENSMUSG00000020484/ENSMUSG00000063856/ENSMUSG00000006932/ENSMUSG00000023010/ENSMUSG00000032369/ENSMUSG00000049086/ENSMUSG00000059552/ENSMUSG00000017707/ENSMUSG00000020124/ENSMUSG00000030717",22
"632","d4","GO:0071346","cellular response to type II interferon","18/314","120/23006",5.14164992096503e-14,2.84031833565033e-12,1.40407790340206e-12,"ENSMUSG00000030805/ENSMUSG00000074129/ENSMUSG00000020152/ENSMUSG00000001175/ENSMUSG00000052688/ENSMUSG00000050732/ENSMUSG00000006740/ENSMUSG00000006699/ENSMUSG00000057666/ENSMUSG00000026728/ENSMUSG00000055447/ENSMUSG00000062825/ENSMUSG00000028268/ENSMUSG00000035373/ENSMUSG00000059552/ENSMUSG00000019471/ENSMUSG00000026879/ENSMUSG00000032423",18
"633","d4","GO:0001906","cell killing","25/314","269/23006",5.21719466610275e-14,2.84929972332839e-12,1.40851774657822e-12,"ENSMUSG00000030105/ENSMUSG00000061232/ENSMUSG00000040952/ENSMUSG00000073411/ENSMUSG00000058600/ENSMUSG00000115338/ENSMUSG00000006740/ENSMUSG00000067212/ENSMUSG00000050335/ENSMUSG00000057666/ENSMUSG00000061353/ENSMUSG00000043505/ENSMUSG00000034116/ENSMUSG00000032359/ENSMUSG00000030560/ENSMUSG00000037966/ENSMUSG00000028268/ENSMUSG00000039899/ENSMUSG00000035929/ENSMUSG00000022488/ENSMUSG00000004266/ENSMUSG00000060802/ENSMUSG00000028691/ENSMUSG00000006611/ENSMUSG00000022505",25
"634","d4","GO:1901652","response to peptide","32/314","464/23006",6.22484368893716e-14,3.36141559202606e-12,1.6616761923041e-12,"ENSMUSG00000001847/ENSMUSG00000034165/ENSMUSG00000027613/ENSMUSG00000026043/ENSMUSG00000027695/ENSMUSG00000020612/ENSMUSG00000009281/ENSMUSG00000030470/ENSMUSG00000040249/ENSMUSG00000027962/ENSMUSG00000055737/ENSMUSG00000021709/ENSMUSG00000021190/ENSMUSG00000023992/ENSMUSG00000024990/ENSMUSG00000026728/ENSMUSG00000031740/ENSMUSG00000028419/ENSMUSG00000020484/ENSMUSG00000029287/ENSMUSG00000039041/ENSMUSG00000029388/ENSMUSG00000024927/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000004040/ENSMUSG00000059552/ENSMUSG00000028163/ENSMUSG00000028683/ENSMUSG00000021025/ENSMUSG00000027843/ENSMUSG00000053113",32
"635","d4","GO:0050866","negative regulation of cell activation","23/314","224/23006",6.62049937888454e-14,3.53534666832434e-12,1.74765697054297e-12,"ENSMUSG00000005161/ENSMUSG00000020612/ENSMUSG00000030748/ENSMUSG00000004951/ENSMUSG00000075376/ENSMUSG00000026193/ENSMUSG00000050335/ENSMUSG00000023992/ENSMUSG00000043505/ENSMUSG00000005413/ENSMUSG00000029163/ENSMUSG00000047139/ENSMUSG00000036594/ENSMUSG00000028874/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000022488/ENSMUSG00000023915/ENSMUSG00000004266/ENSMUSG00000056492/ENSMUSG00000027843/ENSMUSG00000006611/ENSMUSG00000020101",23
"636","d4","GO:0043254","regulation of protein-containing complex assembly","31/314","436/23006",6.95286156052845e-14,3.67202776482415e-12,1.81522366016341e-12,"ENSMUSG00000074129/ENSMUSG00000001847/ENSMUSG00000030744/ENSMUSG00000003873/ENSMUSG00000058587/ENSMUSG00000028964/ENSMUSG00000045983/ENSMUSG00000016534/ENSMUSG00000024404/ENSMUSG00000006699/ENSMUSG00000021270/ENSMUSG00000035692/ENSMUSG00000015656/ENSMUSG00000050335/ENSMUSG00000023992/ENSMUSG00000053158/ENSMUSG00000031696/ENSMUSG00000015766/ENSMUSG00000028991/ENSMUSG00000047139/ENSMUSG00000041560/ENSMUSG00000007815/ENSMUSG00000003283/ENSMUSG00000050310/ENSMUSG00000059552/ENSMUSG00000022488/ENSMUSG00000055024/ENSMUSG00000027843/ENSMUSG00000026879/ENSMUSG00000031990/ENSMUSG00000029106",31
"637","d4","GO:0030593","neutrophil chemotaxis","17/314","105/23006",7.12831305155009e-14,3.72376875279888e-12,1.84080120793462e-12,"ENSMUSG00000001847/ENSMUSG00000032383/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000019278/ENSMUSG00000025949/ENSMUSG00000021702/ENSMUSG00000050335/ENSMUSG00000071866/ENSMUSG00000016024/ENSMUSG00000034116/ENSMUSG00000054400/ENSMUSG00000023175/ENSMUSG00000035373/ENSMUSG00000022488/ENSMUSG00000028525/ENSMUSG00000031990",17
"638","d4","GO:0050851","antigen receptor-mediated signaling pathway","21/314","182/23006",8.29675855472204e-14,4.27158616111299e-12,2.11160828911931e-12,"ENSMUSG00000030744/ENSMUSG00000003873/ENSMUSG00000036504/ENSMUSG00000075376/ENSMUSG00000032011/ENSMUSG00000050335/ENSMUSG00000054342/ENSMUSG00000037706/ENSMUSG00000028455/ENSMUSG00000029388/ENSMUSG00000024927/ENSMUSG00000031875/ENSMUSG00000028191/ENSMUSG00000022488/ENSMUSG00000028163/ENSMUSG00000028683/ENSMUSG00000023915/ENSMUSG00000004266/ENSMUSG00000021025/ENSMUSG00000027843/ENSMUSG00000028525",21
"639","d4","GO:0001667","ameboidal-type cell migration","32/314","469/23006",8.35474613284689e-14,4.27158616111299e-12,2.11160828911931e-12,"ENSMUSG00000001847/ENSMUSG00000056071/ENSMUSG00000022018/ENSMUSG00000004951/ENSMUSG00000003814/ENSMUSG00000006699/ENSMUSG00000021190/ENSMUSG00000026193/ENSMUSG00000026822/ENSMUSG00000037936/ENSMUSG00000061353/ENSMUSG00000024913/ENSMUSG00000052684/ENSMUSG00000021109/ENSMUSG00000029287/ENSMUSG00000022475/ENSMUSG00000063856/ENSMUSG00000032359/ENSMUSG00000036427/ENSMUSG00000004655/ENSMUSG00000022425/ENSMUSG00000056481/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000023175/ENSMUSG00000007815/ENSMUSG00000032035/ENSMUSG00000025809/ENSMUSG00000045382/ENSMUSG00000020573/ENSMUSG00000039239/ENSMUSG00000022505",32
"640","d4","GO:0002263","cell activation involved in immune response","27/314","335/23006",1.58109741911045e-13,7.99868862762611e-12,3.95405747914934e-12,"ENSMUSG00000030805/ENSMUSG00000035673/ENSMUSG00000030748/ENSMUSG00000040249/ENSMUSG00000050732/ENSMUSG00000090083/ENSMUSG00000075376/ENSMUSG00000050335/ENSMUSG00000023992/ENSMUSG00000053158/ENSMUSG00000016024/ENSMUSG00000037706/ENSMUSG00000020484/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000028874/ENSMUSG00000010358/ENSMUSG00000004040/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000059552/ENSMUSG00000068220/ENSMUSG00000022488/ENSMUSG00000029629/ENSMUSG00000004266/ENSMUSG00000035413/ENSMUSG00000013846",27
"641","d4","GO:0045580","regulation of T cell differentiation","21/314","189/23006",1.76139585349009e-13,8.81798799153474e-12,4.35906846636746e-12,"ENSMUSG00000005161/ENSMUSG00000021486/ENSMUSG00000000902/ENSMUSG00000030748/ENSMUSG00000004951/ENSMUSG00000115338/ENSMUSG00000075376/ENSMUSG00000044258/ENSMUSG00000021270/ENSMUSG00000043505/ENSMUSG00000020484/ENSMUSG00000029580/ENSMUSG00000039041/ENSMUSG00000037935/ENSMUSG00000036594/ENSMUSG00000063415/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000022488/ENSMUSG00000020101",21
"642","d4","GO:1901342","regulation of vasculature development","26/314","311/23006",1.93946230791705e-13,9.60933592974159e-12,4.75026199562537e-12,"ENSMUSG00000022018/ENSMUSG00000004951/ENSMUSG00000042286/ENSMUSG00000025701/ENSMUSG00000050335/ENSMUSG00000030341/ENSMUSG00000021109/ENSMUSG00000020484/ENSMUSG00000032359/ENSMUSG00000004655/ENSMUSG00000005413/ENSMUSG00000006932/ENSMUSG00000029163/ENSMUSG00000004040/ENSMUSG00000037966/ENSMUSG00000049103/ENSMUSG00000029648/ENSMUSG00000032035/ENSMUSG00000025809/ENSMUSG00000045382/ENSMUSG00000020573/ENSMUSG00000016494/ENSMUSG00000054693/ENSMUSG00000039239/ENSMUSG00000022505/ENSMUSG00000029106",26
"643","d4","GO:0002698","negative regulation of immune effector process","20/314","169/23006",2.02567324739554e-13,9.93406696630913e-12,4.91078895743472e-12,"ENSMUSG00000061232/ENSMUSG00000040952/ENSMUSG00000073411/ENSMUSG00000030748/ENSMUSG00000067212/ENSMUSG00000075376/ENSMUSG00000050335/ENSMUSG00000023224/ENSMUSG00000055447/ENSMUSG00000005413/ENSMUSG00000023010/ENSMUSG00000049103/ENSMUSG00000039899/ENSMUSG00000046718/ENSMUSG00000035929/ENSMUSG00000022488/ENSMUSG00000004266/ENSMUSG00000006611/ENSMUSG00000039239/ENSMUSG00000020101",20
"644","d4","GO:0071675","regulation of mononuclear cell migration","18/314","130/23006",2.14061514990448e-13,1.03917135458999e-11,5.13702115187072e-12,"ENSMUSG00000022548/ENSMUSG00000042682/ENSMUSG00000028466/ENSMUSG00000009281/ENSMUSG00000064210/ENSMUSG00000024621/ENSMUSG00000003814/ENSMUSG00000021190/ENSMUSG00000050335/ENSMUSG00000061353/ENSMUSG00000055447/ENSMUSG00000024190/ENSMUSG00000007815/ENSMUSG00000037966/ENSMUSG00000049103/ENSMUSG00000035373/ENSMUSG00000054693/ENSMUSG00000031990",18
